StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q42,Q45,Q3,Q37,Q38,Q25#1_2,Q25#1_3,Q25#1_33,Q25#1_37,Q25#1_6,Q25#1_7,Q25#2_2,Q25#2_3,Q25#2_33,Q25#2_37,Q25#2_6,Q25#2_7,Q25#3_2,Q25#3_3,Q25#3_33,Q25#3_37,Q25#3_6,Q25#3_7,Q25#4_2,Q25#4_3,Q25#4_33,Q25#4_37,Q25#4_6,Q25#4_7,Q25#5_2,Q25#5_3,Q25#5_33,Q25#5_37,Q25#5_6,Q25#5_7,Q34#1_2,Q34#1_3,Q34#1_33,Q34#1_37,Q34#1_6,Q34#1_7,Q36,Q36_3_TEXT,Q30,Q31,Q39,Q17,Q18,Q9,Q32,Q47,Q31,Q33,Q48,Q34,Q35,Q49,Q19,Q20,Q37,Q38,Q39,Q40,Q44,Q41,Q42,Q43,Q43,MTurkCode
2017-10-20 16:26:18,2017-10-20 16:30:37,IP Address,47.146.145.46,100,258,True,2017-10-20 16:30:37,R_3WTAvnlJxOKsqPf,,,,,34.366104125977,-117.32049560547,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer,Water Heater",Clothes Dryer,Clothes Dryer,,,,,4-6 years,,,,,,Yes,,,,,,$51-100,,,,,,0-30 days,,,,,,No,,,,,,Recycled it,,,,Own,,Yes,2009,Mostly newer (5 years old or less),Southern California Edison (SCE),,,,,Family Electric Rate Assistance (FERA),,,,,,"Spouse, domestic partner, or roommate",,41-50 years old,Female,White,"$21,000-$80,000",High school graduate or GED,4,92345,"They are very strict on what they give rebates on.  ",A55CXM7QR7R0N,31828381
2017-10-20 16:27:12,2017-10-20 16:30:36,IP Address,174.71.41.86,100,204,True,2017-10-20 16:30:36,R_12u8IB3fGW9ZuaJ,,,,,41.299301147461,-96.166603088379,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer,Water Heater","Refrigerator,Clothes Dryer",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rent,,Yes,2016,Mostly newer (5 years old or less),Other,"Metropolitan utilities district (gas), OPPD (electric).",,,,,,,,,,You,,31-40 years old,Male,White,"$21,000-$80,000",Bachelor's degree or higher,2,68118,,A15HF9M3EGMCWL,96633378
2017-10-20 16:22:36,2017-10-20 16:32:13,IP Address,142.129.44.30,100,576,True,2017-10-20 16:32:13,R_79uak7io9U3POUx,,,,,34.320999145508,-118.38299560547,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer,Water Heater",Refrigerator,Refrigerator,,,4-6 years,,,,,,Yes,,,,,,$101-300,,,,,,31-60 days,,,,,,Yes,,,,,,Recycled it,,,,,,Rent,,Yes,2014,Mostly newer (5 years old or less),Los Angeles Department of Water and Power (LADWP),,,,,,,,,,,You,,21-30 years old,Male,White,"$21,000-$80,000",Bachelor's degree or higher,2,91301,no,AXZ2RM4ANINXM,67444190
2017-10-20 16:31:48,2017-10-20 16:33:09,IP Address,98.248.29.27,100,80,True,2017-10-20 16:33:09,R_1k02H9glO98X6be,,,,,37.193099975586,-121.83639526367,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer,Water Heater","Refrigerator,Clothes Dryer,Clothes Washer",Refrigerator,,,Less than 1 year,,,,,,No,,,,,,More than $300,,,,,,0-30 days,,,,,,Yes,,,,,,,,,,,,Own,,No,,Mostly newer (5 years old or less),Pacific Gas and Electric Company (PG&E),,"Energy Savings Assistance Program,AC Quality Care Program",,,,,,,,,You,,31-40 years old,Male,White,">$160,000",Bachelor's degree or higher,2,95123,,A3774HPOUKYTX7,89793152
2017-10-20 16:33:30,2017-10-20 16:35:19,IP Address,107.146.199.161,100,108,True,2017-10-20 16:35:19,R_1EgMHf31gphLvKq,,,,,35.188003540039,-119.21620178223,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer,Water Heater",Refrigerator,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rent,,Yes,2016,Mostly older (more than 5 years),Pacific Gas and Electric Company (PG&E),,,,,,,,,,,"Spouse, domestic partner, or roommate",,21-30 years old,Male,White,"$21,000-$80,000",Bachelor's degree or higher,3,93313,,A19ZWBQT8A3LIR,51611141
2017-10-20 16:32:50,2017-10-20 16:37:12,IP Address,47.39.75.63,100,262,True,2017-10-20 16:37:13,R_246Q7k7wzTVGElu,,,,,33.907104492188,-118.07669830322,anonymous,EN,"Refrigerator,Window Air Conditioner,Clothes Dryer,Clothes Washer,Water Heater","Refrigerator,Window Air Conditioner",,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Live with homeowner parents,No,,Mostly newer (5 years old or less),Southern California Edison (SCE),,,,,,,,,,,Other,Father,21-30 years old,Female,Hispanic or Latino,"$21,000-$80,000",Bachelor's degree or higher,More than 4,90650,,A2C83L9ODQTRI2,14357000
2017-10-20 16:35:56,2017-10-20 16:39:07,IP Address,98.145.14.65,100,190,True,2017-10-20 16:39:08,R_2sSFtJ0CneptHAX,,,,,32.77360534668,-115.60220336914,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer,Water Heater","Refrigerator,Clothes Dryer,Clothes Washer",Refrigerator,,,1-3 years,,,,,,Yes,,,,,,$51-100,,,,,,0-30 days,,,,,,Yes,,,,,,Sold it,,,,,,Own,,Yes,2011,Mostly newer (5 years old or less),Other,Imperial Irrigation District,,,,,,,,,,You,,41-50 years old,Male,Hispanic or Latino,"$21,000-$80,000",High school graduate or GED,4,92231,,A1CD3C4WYCBVL8,5962759
2017-10-20 16:41:10,2017-10-20 16:42:43,IP Address,129.8.194.15,100,93,True,2017-10-20 16:42:44,R_bgx5TkGbN99GFbz,,,,,36.79670715332,-119.92950439453,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer",Refrigerator,Refrigerator,,,Less than 1 year,,,,,,Yes,,,,,,$51-100,,,,,,0-30 days,,,,,,Yes,,,,,,Recycled it,,,,,,Rent,,No,,Mostly newer (5 years old or less),Pacific Gas and Electric Company (PG&E),,"California Alternate Rates for Energy (CARE),Energy Savings Assistance Program",,7-12 months,,,,,,,"Spouse, domestic partner, or roommate",,21-30 years old,Male,White,"<$20,000",Bachelor's degree or higher,2,93704,,A2FDBFJQ0HCIV8,5995840
2017-10-20 16:41:14,2017-10-20 16:43:33,IP Address,74.87.29.70,100,139,True,2017-10-20 16:43:33,R_1DYxcuoZSwYh96s,,,,,32.901397705078,-117.20790100098,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer,Water Heater","Refrigerator,Clothes Dryer,Clothes Washer","Clothes Dryer,Clothes Washer",,,,,Less than 1 year,Less than 1 year,,,,,No,No,,,,,$50 or less,$50 or less,,,,,31-60 days,31-60 days,,,,,Yes,Yes,,,,,,,,,Own,,No,,Mostly newer (5 years old or less),San Diego Gas & Electric (SDG&E),,,,,,,,"California Alternate Rates for Energy (CARE),Energy Savings Assistance Program",,1-2 years,"Spouse, domestic partner, or roommate",,31-40 years old,Male,Asian,"$21,000-$80,000",Bachelor's degree or higher,4,92121,,AFAHO5G82KVPL,30204663
2017-10-20 16:41:07,2017-10-20 16:43:45,IP Address,170.146.221.73,100,158,True,2017-10-20 16:43:46,R_32PfWfx2BHJy1iC,,,,,40.822204589844,-74.304496765137,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer,Water Heater","Clothes Dryer,Clothes Washer","Clothes Dryer,Clothes Washer",,,,,7-10 years,7-10 years,,,,,No,No,,,,,$50 or less,$50 or less,,,,,31-60 days,31-60 days,,,,,Yes,Yes,,,,,,,,,Own,,No,,Mostly older (more than 5 years),Southern California Edison (SCE),,,,,,,,,,,You,,51-60 years old,Female,White,"$21,000-$80,000",Bachelor's degree or higher,3,91765,no,A32LNVRHDOWZNU,5227543
2017-10-20 16:38:34,2017-10-20 16:44:00,IP Address,47.156.117.45,100,326,True,2017-10-20 16:44:01,R_2TSnL2eYPDL8OFP,,,,,34.097396850586,-117.90730285645,anonymous,EN,"Refrigerator,Window Air Conditioner,Water Heater",Refrigerator,Refrigerator,,,7-10 years,,,,,,No,,,,,,$50 or less,,,,,,0-30 days,,,,,,Yes,,,,,,,,,,,,Rent,,Yes,2014,Mostly older (more than 5 years),Southern California Edison (SCE),,,,,,,,,,,Landlord,,31-40 years old,Female,Black or African American,"<$20,000",High school graduate or GED,1,91722,No.,A34Z3DVUOHC61R,46728028
2017-10-20 16:12:03,2017-10-20 16:45:01,IP Address,98.125.236.141,100,1977,True,2017-10-20 16:45:01,R_3qqBLJJVRQ3zgrt,,,,,47.105392456055,-123.3975982666,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer,Water Heater","Clothes Dryer,Clothes Washer",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Own,,Yes,2017,Mostly newer (5 years old or less),Pacific Gas and Electric Company (PG&E),,California Alternate Rates for Energy (CARE),,7-10 years,,,,,,,You,,31-40 years old,Female,White,"$21,000-$80,000",Bachelor's degree or higher,3,94513,,AYNUK54JG6E2H,85103026
2017-10-20 16:47:41,2017-10-20 16:48:30,IP Address,162.202.119.201,100,48,True,2017-10-20 16:48:30,R_3kh46WJwfyrtzKd,,,,,32.859405517578,-117.20729827881,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer",I did not purchase any of these,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rent,,Yes,2017,Mostly newer (5 years old or less),San Diego Gas & Electric (SDG&E),,,,,,,,,,,You,,21-30 years old,Female,White,"$21,000-$80,000",Bachelor's degree or higher,2,92009,,A27BUSLGNDKIDI,80532223
2017-10-20 16:45:04,2017-10-20 16:51:19,IP Address,173.244.48.126,100,375,True,2017-10-20 16:51:19,R_1jU4CN5r1YQ1DCN,,,,,34.054397583008,-118.2440032959,anonymous,EN,"Refrigerator,Window Air Conditioner,Clothes Dryer,Clothes Washer,Water Heater","Refrigerator,Clothes Dryer,Clothes Washer,Water Heater,Pool pump/motor","Refrigerator,Clothes Dryer,Clothes Washer",,,7-10 years,,7-10 years,7-10 years,,,Yes,,Yes,Yes,,,$101-300,,$101-300,$101-300,,,31-60 days,,31-60 days,31-60 days,,,Yes,,Yes,Yes,,,Kept it,,Kept it,Kept it,,,Own,,Yes,2010,Mostly older (more than 5 years),Southern California Edison (SCE),,,,,,,,,,,Other,Parent,21-30 years old,Female,"White,Hispanic or Latino,Asian","$21,000-$80,000",Some college,2,90810,,A230GPTWWF3SE7,35850012
2017-10-20 16:48:46,2017-10-20 16:52:58,IP Address,174.222.0.146,100,251,True,2017-10-20 16:52:58,R_3rYTz3P0vb92CXh,,,,,37.751007080078,-97.821998596191,anonymous,EN,"Refrigerator,Window Air Conditioner,Clothes Washer,Water Heater","Refrigerator,Clothes Washer,Water Heater",Refrigerator,,,4-6 years,,,,,,Yes,,,,,,More than $300,,,,,,0-30 days,,,,,,Yes,,,,,,Recycled it,,,,,,Own,,No,,Mostly older (more than 5 years),Pacific Gas and Electric Company (PG&E),,,,,,,,,,,"Spouse, domestic partner, or roommate",,21-30 years old,Male,White,"$21,000-$80,000",Some college,More than 4,95916,,A1A2UPHORL3698,23849114
2017-10-20 16:50:57,2017-10-20 16:53:53,IP Address,67.161.32.247,100,176,True,2017-10-20 16:53:53,R_21dl8fGwzQ0EnQx,,,,,37.567092895508,-122.37100219727,anonymous,EN,Refrigerator,I did not purchase any of these,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rent,,Yes,2013,Mostly older (more than 5 years),Pacific Gas and Electric Company (PG&E),,California Alternate Rates for Energy (CARE),,1-2 years,,,,,,,"Spouse, domestic partner, or roommate",,31-40 years old,Female,White,"$21,000-$80,000",Bachelor's degree or higher,3,94016,No,A2EFC625UP735,53406283
2017-10-20 17:04:12,2017-10-20 17:07:31,IP Address,128.177.102.129,100,198,True,2017-10-20 17:07:31,R_8618qj8QrYCirbH,,,,,34.100601196289,-118.32749938965,anonymous,EN,"Refrigerator,Window Air Conditioner,Clothes Dryer,Clothes Washer,Water Heater","Refrigerator,Clothes Dryer,Clothes Washer",Refrigerator,,,Less than 1 year,,,,,,Yes,,,,,,$101-300,,,,,,31-60 days,,,,,,Yes,,,,,,Recycled it,,,,,,Own,,Yes,,Mostly newer (5 years old or less),Los Angeles Department of Water and Power (LADWP),,,,,,,,,,,You,,31-40 years old,Male,Hispanic or Latino,"$21,000-$80,000",Bachelor's degree or higher,1,90026,Not at this time,A2S00V7RUU121E,82465786
2017-10-20 17:07:55,2017-10-20 17:11:26,IP Address,104.181.143.222,100,211,True,2017-10-20 17:11:26,R_PMbsCS5y3NjmhsB,,,,,34.088104248047,-117.46479797363,anonymous,EN,"Refrigerator,Window Air Conditioner,Clothes Dryer,Clothes Washer,Water Heater,Pool pump/motor","Refrigerator,Window Air Conditioner,Clothes Dryer,Clothes Washer,Water Heater",Water Heater,,,,,,,7-10 years,,,,,,No,,,,,,Don't remember,,,,,,Don't remember,,,,,,Yes,,,,,,,,Own,,No,,Mostly newer (5 years old or less),Southern California Edison (SCE),,,,,Energy Upgrade California® Home Upgrade,,,,,,"Spouse, domestic partner, or roommate",,21-30 years old,Female,Hispanic or Latino,"$81,000-$160,000","More than 8th grade, but not a high school graduate",More than 4,92377,none,A1A6UVH1CCP8CD,33745417
2017-10-20 17:10:29,2017-10-20 17:14:20,IP Address,172.112.206.174,100,231,True,2017-10-20 17:14:21,R_57IaxM1tSLd9Ctb,,,,,33.710998535156,-118.043800354,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer,Water Heater","Refrigerator,Clothes Dryer,Clothes Washer","Clothes Dryer,Clothes Washer",,,,,1-3 years,1-3 years,,,,,Yes,Yes,,,,,$101-300,$101-300,,,,,0-30 days,0-30 days,,,,,Yes,Yes,,,,,Sold it,Sold it,,,Own,,Yes,2014,Mostly newer (5 years old or less),Southern California Edison (SCE),,,,,"Energy Savings Assistance Program,Energy Upgrade California® Home Upgrade",,,,,,You,,21-30 years old,Male,Asian,">$160,000",Bachelor's degree or higher,4,92647,Survey went smoothly.,AMDX0UNZS4A1G,37680842
2017-10-20 17:12:52,2017-10-20 17:15:57,IP Address,205.154.246.79,100,185,True,2017-10-20 17:15:57,R_2rrwq4ijtHew7yz,,,,,33.781600952148,-118.18589782715,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer,Water Heater","Refrigerator,Window Air Conditioner,Water Heater",,Yes,I thought it might be too much of a hassle or that my income would disqualify me.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rent,,Yes,2016,Mostly newer (5 years old or less),Southern California Edison (SCE),,,,,Other,,,,,,You,,41-50 years old,Male,White,"$81,000-$160,000",Bachelor's degree or higher,2,90813,I did not experience any technical difficulties. The instructions were clear.,AKP8JDWC6AXQ9,18865986
2017-10-20 17:11:31,2017-10-20 17:17:16,IP Address,138.23.134.245,100,344,True,2017-10-20 17:17:16,R_21hTVFhlgcmZvMu,,,,,33.752899169922,-116.05560302734,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer",I did not purchase any of these,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rent,,No,,Mostly older (more than 5 years),Southern California Edison (SCE),,,,,Other,,,,,,You,,21-30 years old,Male,Asian,"$21,000-$80,000",Bachelor's degree or higher,2,92888,,A2XSD1WTLSVW1O,8942663
2017-10-20 17:18:48,2017-10-20 17:26:01,IP Address,142.129.109.174,100,432,True,2017-10-20 17:26:01,R_217ynfz30lKbcD3,,,,,34.076400756836,-118.26260375977,anonymous,EN,"Refrigerator,Window Air Conditioner",Window Air Conditioner,Window Air Conditioner,,,,1-3 years,,,,,,Yes,,,,,,$101-300,,,,,,31-60 days,,,,,,Yes,,,,,,Kept it,,,,,Rent,,Yes,,Mostly newer (5 years old or less),Los Angeles Department of Water and Power (LADWP),,,,,,,,,,,"Spouse, domestic partner, or roommate",,31-40 years old,Female,Black or African American,"$21,000-$80,000",Bachelor's degree or higher,1,90026,,AH31QLJ57XC8W,56494308
2017-10-20 17:22:45,2017-10-20 17:27:13,IP Address,66.74.57.89,100,268,True,2017-10-20 17:27:13,R_3gMVUAkefTbnjFZ,,,,,34.153701782227,-116.41889953613,anonymous,EN,"Refrigerator,Window Air Conditioner,Clothes Washer,Water Heater","Refrigerator,Clothes Washer",,Yes,I wasn't sure how to fill out the forms and send them.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Own,,No,,Mostly older (more than 5 years),Southern California Edison (SCE),,,,,California Alternate Rates for Energy (CARE),,7-10 years,,,,You,,41-50 years old,Female,White,"<$20,000",Some college,2,92252,Thank You.,A32IRN8APZMCQ2,877553
2017-10-20 17:32:05,2017-10-20 17:35:09,IP Address,75.140.28.114,100,184,True,2017-10-20 17:35:10,R_10xefDOsH24IAWh,,,,,33.793395996094,-118.12120056152,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer","Refrigerator,Clothes Dryer,Clothes Washer",Refrigerator,,,4-6 years,,,,,,Yes,,,,,,$51-100,,,,,,0-30 days,,,,,,Yes,,,,,,Recycled it,,,,,,Rent,,Yes,2013,Mostly older (more than 5 years),Southern California Edison (SCE),,,,,California Alternate Rates for Energy (CARE),,5-6 years,,,,You,,31-40 years old,Female,"White,Hispanic or Latino","$21,000-$80,000",Some college,3,90804,,A1C3BA8YM85B4Q,34574303
2017-10-20 17:37:45,2017-10-20 17:41:02,IP Address,108.185.91.92,100,197,True,2017-10-20 17:41:02,R_1GIBecmE59ZjmhT,,,,,33.923095703125,-118.13960266113,anonymous,EN,"Refrigerator,Window Air Conditioner,Clothes Dryer,Clothes Washer,Water Heater","Refrigerator,Window Air Conditioner",Refrigerator,,,7-10 years,,,,,,Yes,,,,,,$51-100,,,,,,0-30 days,,,,,,Yes,,,,,,Recycled it,,,,,,Own,,No,,Mostly older (more than 5 years),Southern California Edison (SCE),,,,,Other,,,,,,You,,31-40 years old,Male,Asian,"$21,000-$80,000",Bachelor's degree or higher,More than 4,91733,"Thank you for the chance to participate. ",A2MUCL20GTQJA0,63373320
2017-10-20 17:44:19,2017-10-20 17:46:11,IP Address,67.183.210.112,100,112,True,2017-10-20 17:46:11,R_O0sv5mQUtOmNOQp,,,,,47.940200805664,-122.00619506836,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer,Water Heater","Refrigerator,Clothes Dryer,Clothes Washer,Water Heater","Refrigerator,Clothes Dryer,Clothes Washer",,,1-3 years,,1-3 years,4-6 years,,,Yes,,Yes,Yes,,,$51-100,,$50 or less,$50 or less,,,31-60 days,,31-60 days,31-60 days,,,Yes,,Yes,Yes,,,Recycled it,,Recycled it,Recycled it,,,Rent,,Yes,2016,Mostly newer (5 years old or less),Pacific Gas and Electric Company (PG&E),,California Alternate Rates for Energy (CARE),,1-2 years,,,,,,,You,,21-30 years old,Male,White,"$21,000-$80,000",Some college,2,95360,,A1M0JDU08KRH7X,33375265
2017-10-20 17:44:44,2017-10-20 17:46:54,IP Address,67.183.210.112,100,129,True,2017-10-20 17:46:54,R_2s0hImDxAwRPAzf,,,,,47.940200805664,-122.00619506836,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer","Refrigerator,Clothes Dryer,Clothes Washer",Refrigerator,,,1-3 years,,,,,,Yes,,,,,,$51-100,,,,,,31-60 days,,,,,,Yes,,,,,,Recycled it,,,,,,Rent,,Yes,2014,Mostly newer (5 years old or less),Pacific Gas and Electric Company (PG&E),,California Alternate Rates for Energy (CARE),,7-12 months,,,,,,,You,,21-30 years old,Male,White,"$21,000-$80,000",High school graduate or GED,2,,,APHNYDGTCRN3O,25204428
2017-10-20 17:44:51,2017-10-20 17:48:26,IP Address,107.128.41.217,100,214,True,2017-10-20 17:48:26,R_WukD0FWkuhIVgfn,,,,,34.137893676758,-118.1296005249,anonymous,EN,"Refrigerator,Window Air Conditioner,Clothes Washer,Water Heater",I did not purchase any of these,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rent,,No,,Mostly newer (5 years old or less),Other,Pasadena Water & Power,,,,,,,,,,Other,My mother,31-40 years old,Female,"White,Black or African American,American Indian or Alaska Native","<$20,000",Some college,2,91106,Great survey!,A2DZKARWHTWC99,56983705
2017-10-20 17:48:41,2017-10-20 17:50:07,IP Address,67.183.210.112,100,85,True,2017-10-20 17:50:08,R_6g2fs4lcRda9vfX,,,,,47.940200805664,-122.00619506836,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer","Refrigerator,Clothes Dryer,Clothes Washer",Refrigerator,,,1-3 years,,,,,,Yes,,,,,,$51-100,,,,,,31-60 days,,,,,,Yes,,,,,,Recycled it,,,,,,Rent,,Yes,2014,Mostly newer (5 years old or less),San Diego Gas & Electric (SDG&E),,,,,,,,California Alternate Rates for Energy (CARE),,7-12 months,You,,21-30 years old,Male,White,"$21,000-$80,000",High school graduate or GED,2,92026,,A1C6NTK19FBQO0,50331372
2017-10-20 17:52:12,2017-10-20 17:54:03,IP Address,67.183.210.112,100,111,True,2017-10-20 17:54:04,R_6lpV8ZGpOItHYXv,,,,,47.940200805664,-122.00619506836,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer","Refrigerator,Clothes Dryer,Clothes Washer",Refrigerator,,,1-3 years,,,,,,Yes,,,,,,$51-100,,,,,,31-60 days,,,,,,Yes,,,,,,Recycled it,,,,,,Rent,,Yes,2015,Mostly newer (5 years old or less),Pacific Gas and Electric Company (PG&E),,California Alternate Rates for Energy (CARE),,3-4 years,,,,,,,You,,21-30 years old,Male,White,"$81,000-$160,000",Some college,2,,,A1V3FV89RVGASD,71760773
2017-10-20 17:52:10,2017-10-20 17:54:26,IP Address,67.183.210.112,100,135,True,2017-10-20 17:54:27,R_2S2hC5PPISJlp2s,,,,,47.940200805664,-122.00619506836,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer","Refrigerator,Clothes Dryer,Clothes Washer",Refrigerator,,,1-3 years,,,,,,Yes,,,,,,$101-300,,,,,,31-60 days,,,,,,Yes,,,,,,Recycled it,,,,,,Rent,,Yes,2015,Mostly newer (5 years old or less),San Diego Gas & Electric (SDG&E),,,,,,,,California Alternate Rates for Energy (CARE),,1-6 months,You,,21-30 years old,Male,White,"$21,000-$80,000",Some college,2,92025,,A3QDFV8LK9A1HX,87099057
2017-10-20 17:55:28,2017-10-20 17:56:56,IP Address,67.183.210.112,100,88,True,2017-10-20 17:56:57,R_UuUfR0pkJxzSEp3,,,,,47.940200805664,-122.00619506836,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer","Refrigerator,Clothes Dryer,Clothes Washer",Refrigerator,,,1-3 years,,,,,,Yes,,,,,,$51-100,,,,,,31-60 days,,,,,,Yes,,,,,,Recycled it,,,,,,Rent,,Yes,2015,Mostly newer (5 years old or less),San Diego Gas & Electric (SDG&E),,,,,,,,,,,You,,21-30 years old,Male,White,"$21,000-$80,000",Some college,2,92069,,A2ID4B3JMUWAP7,79288472
2017-10-20 17:02:05,2017-10-20 17:59:09,IP Address,124.104.58.223,100,3424,True,2017-10-20 17:59:10,R_Oe3xGi4Pc4tNkYN,,,,,14.580001831055,121.1169128418,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer,Water Heater","Refrigerator,Clothes Dryer,Clothes Washer",Refrigerator,,,1-3 years,,,,,,Yes,,,,,,$50 or less,,,,,,31-60 days,,,,,,Yes,,,,,,Recycled it,,,,,,Own,,Yes,2007,Mostly older (more than 5 years),Southern California Edison (SCE),,,,,Energy Savings Assistance Program,,,,,,You,,21-30 years old,Male,White,"$21,000-$80,000",Some college,3,91789,thanks,A3KCZB9IL6CVH,52265101
2017-10-20 18:05:00,2017-10-20 18:08:53,IP Address,73.116.60.25,100,233,True,2017-10-20 18:08:54,R_3NVOrnZK2CQrKCy,,,,,38.668106079102,-121.37359619141,anonymous,EN,"Refrigerator,Window Air Conditioner,Clothes Dryer,Clothes Washer,Water Heater","Refrigerator,Window Air Conditioner,Clothes Dryer,Clothes Washer",Window Air Conditioner,,,,Less than 1 year,,,,,,No,,,,,,$51-100,,,,,,0-30 days,,,,,,Yes,,,,,,,,,,,Own,,No,,Mostly older (more than 5 years),Sacramento Municipal Utility District (SMUD),,,,,,,,,,,You,,31-40 years old,Male,White,"$21,000-$80,000",Bachelor's degree or higher,1,95660,I have no further comments about this survey.,A23437BMZ5T1FH,21290311
2017-10-20 18:30:39,2017-10-20 18:32:23,IP Address,198.72.247.247,100,104,True,2017-10-20 18:32:24,R_1OuwhaG1hyavzYj,,,,,34.085296630859,-117.96089935303,anonymous,EN,"Clothes Dryer,Water Heater","Refrigerator,Window Air Conditioner",Window Air Conditioner,,,,4-6 years,,,,,,Yes,,,,,,$101-300,,,,,,31-60 days,,,,,,No,,,,,,Scrapped it,,,,,Own,,No,,Mostly older (more than 5 years),San Diego Gas & Electric (SDG&E),,,,,,,,California Alternate Rates for Energy (CARE),,3-4 years,"Spouse, domestic partner, or roommate",,21-30 years old,Female,"White,Asian","$21,000-$80,000",Some college,2,91706,,A2QMHQXR8K4VJ2,63562115
2017-10-20 18:55:15,2017-10-20 18:57:51,IP Address,158.68.232.230,100,155,True,2017-10-20 18:57:51,R_3PAhc3wj8VSl3Rr,,,,,35.058502197266,-106.62359619141,anonymous,EN,"Refrigerator,Window Air Conditioner,Clothes Dryer,Clothes Washer,Water Heater","Refrigerator,Window Air Conditioner,Clothes Dryer,Clothes Washer,Water Heater",Refrigerator,,,1-3 years,,,,,,Yes,,,,,,$101-300,,,,,,0-30 days,,,,,,Yes,,,,,,Recycled it,,,,,,Own,,Yes,2015,Mostly newer (5 years old or less),Pacific Gas and Electric Company (PG&E),,,,,,,,,,,You,,31-40 years old,Male,White,"$81,000-$160,000",Bachelor's degree or higher,More than 4,95843,thanks!,A35NEL9WYU3VG8,88780855
2017-10-20 17:01:02,2017-10-20 19:49:12,IP Address,177.239.30.3,100,10090,True,2017-10-20 19:49:13,R_bPbKiYRQtSGGtBn,,,,,32.651901245117,-115.46829986572,anonymous,EN,"Refrigerator,Clothes Washer,Water Heater",Window Air Conditioner,Window Air Conditioner,,,,Less than 1 year,,,,,,Yes,,,,,,$51-100,,,,,,31-60 days,,,,,,Yes,,,,,,Scrapped it,,,,,Own,,No,,Mostly newer (5 years old or less),Los Angeles Department of Water and Power (LADWP),,,,,,,,,,,You,,31-40 years old,Male,White,"$21,000-$80,000",Bachelor's degree or higher,2,90001,,A25SGBOJZLYBJO,61170308
2017-10-20 19:52:44,2017-10-20 19:58:46,IP Address,162.196.59.44,100,361,True,2017-10-20 19:58:46,R_3nUxRNFGQ3epf4O,,,,,34.179306030273,-118.43199920654,anonymous,EN,"Refrigerator,Window Air Conditioner,Water Heater",Refrigerator,,Yes,I never really got to it. So many things going on at the time of the purchase.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rent,,Yes,2013,Mostly newer (5 years old or less),Southern California Edison (SCE),,,,,,,,,,,You,,31-40 years old,Male,Hispanic or Latino,"$21,000-$80,000",Some college,4,91401,Thanks.,A39KHMYFO61LKN,7750034
